Year,Month,SunSpots,PacificDecadalOscillation,GisTempData,ManuaLoaCo2,AtlanticMultidecalOscillation,ElninoSouthernOscillation,Globe,Land,Ocean,NH,Land,Ocean,SH,Land,Ocean,Trpcs,Land,Ocean,NoExt,Land,Ocean,SoExt,Land,Ocean,NoPol,Land,Ocean,SoPol,Land,Ocean,USA48,USA49,AUST
1749,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,2,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,3,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,4,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,5,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,6,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,7,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,8,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,9,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,10,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,11,158.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,12,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,1,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,2,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,3,89.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,4,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,5,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,6,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,7,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,8,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,9,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,10,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,11,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,12,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,2,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,3,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,4,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,5,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,6,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,7,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,8,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,9,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,10,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,11,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,12,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,2,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,3,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,4,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,5,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,6,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,7,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,8,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,9,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,10,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,11,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,12,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,3,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,4,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,6,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,8,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,9,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,10,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,11,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,12,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,3,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,4,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,5,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,6,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,7,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,8,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,9,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,10,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,11,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,12,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,1,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,2,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,3,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,4,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,7,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,9,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,10,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,11,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,1,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,2,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,3,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,4,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,6,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,7,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,8,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,9,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,10,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,12,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,1,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,2,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,3,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,5,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,6,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,8,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,9,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,10,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,11,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,12,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,1,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,3,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,4,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,5,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,6,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,7,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,8,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,9,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,10,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,11,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,12,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,1,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,3,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,4,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,5,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,7,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,8,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,9,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,10,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,11,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,12,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,1,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,2,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,3,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,4,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,5,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,6,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,7,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,8,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,9,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,10,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,11,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,12,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,2,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,3,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,4,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,5,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,6,99.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,7,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,8,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,9,100.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,10,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,11,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,12,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,1,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,2,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,3,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,4,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,5,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,6,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,7,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,8,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,9,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,10,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,11,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,12,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,1,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,2,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,3,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,4,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,5,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,6,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,7,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,8,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,9,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,10,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,11,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,12,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,1,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,2,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,3,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,4,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,5,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,7,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,8,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,9,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,10,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,11,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,12,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,5,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,7,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,8,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,3,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,5,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,7,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,9,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,11,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,12,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,1,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,3,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,4,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,5,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,6,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,7,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,8,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,9,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,10,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,11,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,12,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,1,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,2,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,3,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,4,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,5,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,6,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,7,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,8,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,9,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,10,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,11,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,12,111.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,1,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,2,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,3,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,4,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,5,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,6,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,7,118.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,8,120.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,9,148.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,10,158.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,11,148.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,12,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,2,142.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,3,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,4,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,5,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,6,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,7,109.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,8,126.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,9,104.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,10,103.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,11,132.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,12,102.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,2,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,3,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,4,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,5,152.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,6,119.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,7,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,8,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,9,101.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,11,99.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,12,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,1,100.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,2,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,3,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,4,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,5,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,6,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,7,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,8,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,9,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,10,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,11,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,12,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,1,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,3,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,4,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,5,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,6,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,7,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,8,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,9,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,10,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,11,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,12,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,1,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,2,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,3,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,4,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,5,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,6,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,7,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,8,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,9,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,11,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,12,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,1,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,3,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,4,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,5,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,6,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,8,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,10,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,11,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,12,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,1,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,2,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,3,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,4,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,5,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,8,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,11,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,12,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,2,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,4,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,5,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
