Year,Month,SunSpots,PacificDecadalOscillation,GisTempData,ManuaLoaCo2,AtlanticMultidecalOscillation,ElninoSouthernOscillation,Globe,Land,Ocean,NH,Land,Ocean,SH,Land,Ocean,Trpcs,Land,Ocean,NoExt,Land,Ocean,SoExt,Land,Ocean,NoPol,Land,Ocean,SoPol,Land,Ocean,USA48,USA49,AUST
1857,4,11.1,-0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,5,28.5,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,6,16,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,7,22.2,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,8,16.9,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,9,42.4,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,10,40.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,11,31.4,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,12,37.2,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,1,39,-0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,2,34.9,-1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,3,57.5,-1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,4,38.3,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,5,41.4,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,6,44.5,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,7,56.7,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,8,55.3,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,9,80.1,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,10,91.2,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,11,51.9,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,12,66.9,-1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,1,83.7,-1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,2,87.6,-1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,3,90.3,-2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,4,85.7,-3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,5,91,-2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,6,87.1,-1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,7,95.2,-1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,8,106.8,-1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,9,105.8,-1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,10,114.6,-1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,11,97.2,-1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,12,81,-1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,1,82.4,-1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,2,88.3,-1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,3,98.9,-1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,4,71.4,-0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,5,107.1,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,6,108.6,-1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,7,116.7,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,8,100.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,9,92.2,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,10,90.1,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,11,97.9,-1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,12,95.6,-1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,1,62.3,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,2,77.7,-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,3,101,-0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,4,98.5,-0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,5,56.8,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,6,88.1,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,7,78,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,8,82.5,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,9,79.9,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,10,67.2,-1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,11,53.7,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,12,80.5,-1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,1,63.1,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,2,64.5,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,3,43.6,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,4,53.7,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,5,64.4,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,6,84,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,7,73.4,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,8,62.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,9,66.6,-0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,10,41.9,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,11,50.6,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,12,40.9,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,1,48.3,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,2,56.7,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,3,66.4,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,4,40.6,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,5,53.8,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,6,40.8,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,7,32.7,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,8,48.1,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,9,22,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,10,39.9,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,11,37.7,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,12,41.2,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,1,57.7,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,2,47.1,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,3,66.3,-1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,4,35.8,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,5,40.6,-0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,6,57.8,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,7,54.7,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,8,54.8,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,9,28.5,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,10,33.9,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,11,57.6,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,12,28.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,1,48.7,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,2,39.3,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,3,39.5,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,4,29.4,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,5,34.5,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,6,33.6,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,7,26.8,-0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,8,37.8,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,9,21.6,-0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,10,17.1,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,11,24.6,-0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,12,12.8,-0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,1,31.6,-2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,2,38.4,-2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,3,24.5,-2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,4,17.6,-1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,5,12.9,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,6,16.5,-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,7,9.3,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,8,12.7,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,9,7.3,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,10,14.1,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,11,9,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,12,1.5,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,1,0,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,2,0.7,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,3,9.2,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,4,5.1,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,5,2.9,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,6,1.5,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,7,5,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,8,4.8,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,9,9.8,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,10,13.5,-0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,11,9.6,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,12,25.2,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,1,15.5,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,2,15.7,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,3,26.5,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,4,36.6,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,5,26.7,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,6,31.1,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,7,29,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,8,34.4,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,9,47.2,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,10,61.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,11,59.1,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,12,67.6,-0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,1,60.9,-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,2,59.9,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,3,52.7,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,4,41,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,5,103.9,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,6,108.4,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,7,59.2,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,8,79.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,9,80.6,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,10,59.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,11,78.1,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,12,104.4,-0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,1,77.3,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,2,114.9,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,3,157.5,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,4,160,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,5,176,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,6,135.6,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,7,132.4,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,8,153.8,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,9,136,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,10,146.4,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,11,147.5,-0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,12,130,-0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,1,88.3,-0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,2,125.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,3,143.2,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,4,162.4,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,5,145.5,-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,6,91.7,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,7,103,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,8,110.1,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,9,80.3,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,10,89,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,11,105.4,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,12,90.4,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,1,79.5,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,2,120.1,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,3,88.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,4,102.1,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,5,107.6,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,6,109.9,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,7,105.5,-0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,8,92.9,-1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,9,114.6,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,10,102.6,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,11,112,-1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,12,83.9,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,1,86.7,-2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,2,107,-2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,3,98.3,-1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,4,76.2,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,5,47.9,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,6,44.8,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,7,66.9,-1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,8,68.2,-1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,9,47.1,-0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,10,47.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,11,55.4,-1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,12,49.2,-0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,1,60.8,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,2,64.2,-1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,3,46.4,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,4,32,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,5,44.6,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,6,38.2,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,7,67.8,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,8,61.3,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,9,28,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,10,34.3,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,11,28.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,12,29.3,-1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,1,14.6,-1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,2,21.5,-1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,3,33.8,-1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,4,29.1,-1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,5,11.5,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,6,23.9,-0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,7,12.5,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,8,14.6,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,9,2.4,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,10,12.7,-1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,11,17.7,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,12,9.9,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,1,14.3,-0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,2,15,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,3,30.6,-0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,4,2.3,-1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,5,5.1,-1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,6,1.6,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,7,15.2,-2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,8,8.8,-2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,9,9.9,-1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,10,14.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,11,9.9,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,12,8.2,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,1,24.4,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,2,8.7,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,3,11.9,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,4,15.8,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,5,21.6,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,6,14.2,-1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,7,6,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,8,6.3,-0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,9,16.9,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,10,6.7,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,11,14.2,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,12,2.2,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,1,3.3,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,2,6.6,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,3,7.8,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,4,0.1,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,5,5.9,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,6,6.4,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,7,0.1,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,8,0,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,9,5.3,-1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,10,1.1,-1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,11,4.1,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,12,0.5,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,1,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,2,0.6,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,3,0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,4,6.2,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,5,2.4,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,6,4.8,-0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,7,7.5,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,8,10.7,-0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,9,6.1,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,10,12.3,-0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,11,13.1,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,12,7.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,1,24,0.44,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,2,27.2,-0.45,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,3,19.3,-1.51,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,4,19.5,-2.42,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,5,23.5,-2.97,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,6,34.1,-3.15,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,7,21.9,-2.27,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,8,48.1,-1.79,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,9,66,-1.77,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,10,43,0.02,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,11,30.7,-0.4,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,12,29.6,-0.06,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,1,36.4,-0.48,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,2,53.2,-0.15,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,3,51.5,-0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,4,51.6,0.17,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,5,43.5,0.5,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,6,60.5,0.24,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,7,76.9,-1.3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,8,58.4,-2.31,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,9,53.2,0.16,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,10,64.4,0.34,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,11,54.8,0.2,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,12,47.3,-0.55,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,1,45,-2.06,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,2,69.5,-1.92,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,3,66.8,-1.79,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,4,95.8,-1.6,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,5,64.1,-1.51,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,6,45.2,-1.71,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,7,45.4,-3.18,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,8,40.4,-1.1,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,9,57.7,-0.81,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,10,59.2,-1.07,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
