Date,Temp
1988.6667,0.37
1988.7500,0.38
1988.8333,0.12
1988.9167,0.29
1989.0000,0.12
1989.0833,0.30
1989.1667,0.36
1989.2500,0.29
1989.3333,0.17
1989.4167,0.15
1989.5000,0.34
1989.5833,0.33
1989.6667,0.34
1989.7500,0.29
1989.8333,0.20
1989.9167,0.37
1990.0000,0.41
1990.0833,0.44
1990.1667,0.80
1990.2500,0.56
1990.3333,0.45
1990.4167,0.37
1990.5000,0.45
1990.5833,0.34
1990.6667,0.23
1990.7500,0.45
1990.8333,0.46
1990.9167,0.40
1991.0000,0.42
1991.0833,0.50
1991.1667,0.35
1991.2500,0.51
1991.3333,0.34
1991.4167,0.53
1991.5000,0.47
1991.5833,0.39
1991.6667,0.44
1991.7500,0.29
1991.8333,0.30
1991.9167,0.32
1992.0000,0.48
1992.0833,0.40
1992.1667,0.48
1992.2500,0.27
1992.3333,0.31
1992.4167,0.26
1992.5000,0.09
1992.5833,0.08
1992.6667,-0.01
1992.7500,0.06
1992.8333,0.03
1992.9167,0.22
1993.0000,0.35
1993.0833,0.37
1993.1667,0.36
1993.2500,0.28
1993.3333,0.28
1993.4167,0.23
1993.5000,0.25
1993.5833,0.11
1993.6667,0.11
1993.7500,0.23
1993.8333,0.03
1993.9167,0.18
1994.0000,0.26
1994.0833,0.02
1994.1667,0.29
1994.2500,0.41
1994.3333,0.28
1994.4167,0.43
1994.5000,0.30
1994.5833,0.21
1994.6667,0.32
1994.7500,0.42
1994.8333,0.44
1994.9167,0.38
1995.0000,0.52
1995.0833,0.79
1995.1667,0.46
1995.2500,0.46
1995.3333,0.27
1995.4167,0.43
1995.5000,0.45
1995.5833,0.45
1995.6667,0.33
1995.7500,0.47
1995.8333,0.44
1995.9167,0.26
1996.0000,0.24
1996.0833,0.46
1996.1667,0.33
1996.2500,0.33
1996.3333,0.27
1996.4167,0.29
1996.5000,0.37
1996.5833,0.48
1996.6667,0.25
1996.7500,0.19
1996.8333,0.38
1996.9167,0.37
1997.0000,0.31
1997.0833,0.40
1997.1667,0.52
1997.2500,0.34
1997.3333,0.34
1997.4167,0.54
1997.5000,0.34
1997.5833,0.41
1997.6667,0.52
1997.7500,0.61
1997.8333,0.64
1997.9167,0.59
1998.0000,0.58
1998.0833,0.88
1998.1667,0.63
1998.2500,0.63
1998.3333,0.68
1998.4167,0.77
1998.5000,0.66
1998.5833,0.66
1998.6667,0.42
1998.7500,0.41
1998.8333,0.43
1998.9167,0.55
1999.0000,0.49
1999.0833,0.64
1999.1667,0.32
1999.2500,0.32
1999.3333,0.27
1999.4167,0.36
1999.5000,0.38
1999.5833,0.32
1999.6667,0.38
1999.7500,0.34
1999.8333,0.37
1999.9167,0.41
2000.0000,0.25
2000.0833,0.56
2000.1667,0.55
2000.2500,0.57
2000.3333,0.36
2000.4167,0.40
2000.5000,0.39
2000.5833,0.43
2000.6667,0.39
2000.7500,0.26
2000.8333,0.30
2000.9167,0.28
2001.0000,0.46
2001.0833,0.44
2001.1667,0.56
2001.2500,0.50
2001.3333,0.58
2001.4167,0.52
2001.5000,0.59
2001.5833,0.49
2001.6667,0.52
2001.7500,0.50
2001.8333,0.72
2001.9167,0.56
2002.0000,0.77
2002.0833,0.78
2002.1667,0.88
2002.2500,0.58
2002.3333,0.64
2002.4167,0.53
2002.5000,0.62
2002.5833,0.53
2002.6667,0.63
2002.7500,0.54
2002.8333,0.59
2002.9167,0.44
2003.0000,0.75
2003.0833,0.58
2003.1667,0.60
2003.2500,0.55
2003.3333,0.61
2003.4167,0.48
2003.5000,0.58
2003.5833,0.65
2003.6667,0.62
2003.7500,0.72
2003.8333,0.53
2003.9167,0.75
2004.0000,0.58
2004.0833,0.73
2004.1667,0.63
2004.2500,0.61
2004.3333,0.37
2004.4167,0.44
2004.5000,0.26
2004.5833,0.46
2004.6667,0.50
2004.7500,0.60
2004.8333,0.72
2004.9167,0.51
2005.0000,0.74
2005.0833,0.60
2005.1667,0.74
2005.2500,0.67
2005.3333,0.63
2005.4167,0.65
2005.5000,0.61
2005.5833,0.60
2005.6667,0.71
2005.7500,0.75
2005.8333,0.74
2005.9167,0.68
2006.0000,0.56
2006.0833,0.73
2006.1667,0.63
2006.2500,0.47
2006.3333,0.48
2006.4167,0.66
2006.5000,0.54
2006.5833,0.70
2006.6667,0.65
2006.7500,0.70
2006.8333,0.74
2006.9167,0.79
2007.0000,1.02
2007.0833,0.70
2007.1667,0.73
2007.2500,0.76
2007.3333,0.69
2007.4167,0.61
2007.5000,0.59
2007.5833,0.60
2007.6667,0.60
2007.7500,0.58
2007.8333,0.59
2007.9167,0.50
2008.0000,0.30
2008.0833,0.38
2008.1667,0.74
2008.2500,0.53
2008.3333,0.49
2008.4167,0.49
2008.5000,0.60
2008.5833,0.46
2008.6667,0.61
2008.7500,0.67
2008.8333,0.68
2008.9167,0.54
2009.0000,0.64
2009.0833,0.53
2009.1667,0.54
2009.2500,0.61
2009.3333,0.65
2009.4167,0.64
2009.5000,0.73
2009.5833,0.69
2009.6667,0.72
2009.7500,0.65
2009.8333,0.79
2009.9167,0.67
2010.0000,0.75
2010.0833,0.83
2010.1667,0.92
2010.2500,0.84
2010.3333,0.76
2010.4167,0.68
2010.5000,0.63
2010.5833,0.67
2010.6667,0.63
2010.7500,0.71
2010.8333,0.81
2010.9167,0.45
2011.0000,0.52
2011.0833,0.48
2011.1667,0.66
2011.2500,0.65
2011.3333,0.53
2011.4167,0.62
2011.5000,0.70
2011.5833,0.75
2011.6667,0.57
2011.7500,0.66
2011.8333,0.59
2011.9167,0.61
2012.0000,0.49
2012.0833,0.49
2012.1667,0.58
2012.2500,0.72
2012.3333,0.78
2012.4167,0.64
2012.5000,0.58
2012.5833,0.66
2012.6667,0.72
2012.7500,0.79
2012.8333,0.78
2012.9167,0.53
2013.0000,0.71
2013.0833,0.62
2013.1667,0.67
2013.2500,0.54
2013.3333,0.61
2013.4167,0.69
2013.5000,0.60
2013.5833,0.70
2013.6667,0.77
2013.7500,0.69
2013.8333,0.83
2013.9167,0.70
2014.0000,0.76
2014.0833,0.55
2014.1667,0.78
2014.2500,0.80
2014.3333,0.86
2014.4167,0.67
2014.5000,0.58
2014.5833,0.83
2014.6667,0.87
2014.7500,0.81
2014.8333,0.67
2014.9167,0.78
2015.0000,0.86
2015.0833,0.90
2015.1667,0.96
2015.2500,0.76
2015.3333,0.80
2015.4167,0.81
2015.5000,0.73
2015.5833,0.79
2015.6667,0.85
2015.7500,1.09
2015.8333,1.06
2015.9167,1.16
2016.0000,1.17
2016.0833,1.37
2016.1667,1.36
2016.2500,1.10
2016.3333,0.95
2016.4167,0.80
2016.5000,0.85
2016.5833,1.02
2016.6667,0.91
2016.7500,0.89
2016.8333,0.92
2016.9167,0.87
2017.0000,1.02
2017.0833,1.14
2017.1667,1.17
2017.2500,0.94
2017.3333,0.91
2017.4167,0.72
2017.5000,0.82
2017.5833,0.87
2017.6667,0.77
2017.7500,0.90
2017.8333,0.88
2017.9167,0.93
2018.0000,0.82
2018.0833,0.85
2018.1667,0.88
2018.2500,0.89
2018.3333,0.82
2018.4167,0.77
2018.5000,0.83
2018.5833,0.77
2018.6667,0.80
2018.7500,1.02
2018.8333,0.82
2018.9167,0.91
2019.0000,0.93
2019.0833,0.95
2019.1667,1.17
2019.2500,1.02
2019.3333,0.85
2019.4167,0.90
2019.5000,0.94
2019.5833,0.95
2019.6667,0.93
2019.7500,1.01
2019.8333,0.99
2019.9167,1.09
2020.0000,1.17
2020.0833,1.24
2020.1667,1.17
2020.2500,1.13
2020.3333,1.02
2020.4167,0.92
2020.5000,0.90
2020.5833,0.87
2020.6667,0.99
2020.7500,0.89
2020.8333,1.10
2020.9167,0.81
2021.0000,0.81
2021.0833,0.64
2021.1667,0.89
2021.2500,0.75
2021.3333,0.78
2021.4167,0.84
2021.5000,0.92
2021.5833,0.82
2021.6667,0.93
2021.7500,1.00
2021.8333,0.94
2021.9167,0.86
2022.0000,0.91
2022.0833,0.89
2022.1667,1.05
2022.2500,0.84
2022.3333,0.84
2022.4167,0.92
2022.5000,0.94
2022.5833,0.95
2022.6667,0.90
2022.7500,0.97
2022.8333,0.73
2022.9167,0.79
2023.0000,0.87
2023.0833,0.97
2023.1667,1.20
2023.2500,1.00
2023.3333,0.93
2023.4167,1.08
2023.5000,1.19
2023.5833,1.24
2023.6667,           NaN
2023.7500,           NaN
2023.8333,           NaN
2023.9167,           NaN
